395,396,408,432,421
0.159890673,0.159890673,0.159890673,0.159890673,0.223509445
0.159890673,0.159890673,0.159890673,0.159890673,0.246296742
0.15920738,0.15920738,0.15920738,0.15920738,0.259387317
0.160573967,0.160573967,0.160573967,0.160573967,0.244963443
0.161940553,0.161940553,0.161940553,0.161940553,0.233630399
0.161940553,0.161940553,0.161940553,0.161940553,0.227448738
0.161940553,0.161940553,0.161940553,0.161940553,0.228721433
0.16125726,0.16125726,0.16125726,0.16125726,0.245690697
0.162965494,0.162965494,0.162965494,0.162965494,0.238054528
0.163648787,0.163648787,0.163648787,0.163648787,0.240296895
0.162965494,0.162965494,0.162965494,0.162965494,0.243387725
0.163648787,0.163648787,0.163648787,0.163648787,0.24156959
0.163990434,0.163990434,0.163990434,0.163990434,0.25217538
0.163990434,0.163990434,0.163990434,0.163990434,0.264962932
0.162965494,0.162965494,0.162965494,0.162965494,0.262417542
0.162965494,0.162965494,0.162965494,0.162965494,0.277265648
0.162965494,0.162965494,0.162965494,0.162965494,0.331203665
0.162623847,0.162623847,0.162623847,0.162623847,0.389323393
0.162623847,0.162623847,0.162623847,0.162623847,0.424110384
0.162623847,0.162623847,0.162623847,0.162623847,0.446412845
0.161940553,0.161940553,0.161940553,0.161940553,0.466291125
0.161598907,0.161598907,0.161598907,0.161598907,0.484048247
0.16125726,0.16125726,0.16125726,0.16125726,0.50610829
0.152374445,0.152374445,0.152374445,0.152374445,0.52974405
0.087803211,0.087803211,0.087803211,0.087803211,0.545440619
0.077895456,0.077895456,0.077895456,0.077895456,0.566288572
0.079945337,0.079945337,0.079945337,0.079945337,0.578833706
0.094636146,0.094636146,0.094636146,0.094636146,0.600954354
0.098052614,0.098052614,0.098052614,0.098052614,0.62883243
0.116159891,0.116159891,0.116159891,0.116159891,0.633438373
0.153741032,0.153741032,0.153741032,0.153741032,0.628226385
0.153741032,0.153741032,0.153741032,0.153741032,0.644468394
0.148274684,0.148274684,0.148274684,0.148274684,0.658831664
0.117868124,0.117868124,0.117868124,0.117868124,0.652710608
0.131875641,0.131875641,0.131875641,0.131875641,0.648347083
0.12880082,0.12880082,0.12880082,0.12880082,0.64749862
0.135975401,0.135975401,0.135975401,0.135975401,0.63501409
0.143149983,0.143149983,0.143149983,0.143149983,0.622226538
0.151691151,0.151691151,0.151691151,0.151691151,0.619378126
0.151007858,0.151007858,0.151007858,0.151007858,0.615378228
0.152716092,0.152716092,0.152716092,0.152716092,0.612954047
0.152374445,0.152374445,0.152374445,0.152374445,0.562652301
0.153399385,0.153399385,0.153399385,0.153399385,0.617438781
0.158182439,0.158182439,0.158182439,0.158182439,0.643922953
0.158524086,0.158524086,0.158524086,0.158524086,0.644710812
0.150666211,0.150666211,0.150666211,0.150666211,0.640892728
0.155107619,0.155107619,0.155107619,0.155107619,0.634832276
0.153741032,0.153741032,0.153741032,0.153741032,0.641498773
0.157499146,0.157499146,0.157499146,0.157499146,0.631741446
0.157499146,0.157499146,0.157499146,0.157499146,0.629196057
0.158865733,0.158865733,0.158865733,0.158865733,0.62319621
0.158865733,0.158865733,0.158865733,0.158865733,0.603620952
0.158865733,0.158865733,0.158865733,0.158865733,0.573197486
0.158865733,0.158865733,0.158865733,0.158865733,0.559743285
0.158865733,0.158865733,0.158865733,0.158865733,0.582894209
0.158865733,0.158865733,0.158865733,0.158865733,0.609923822
0.158865733,0.158865733,0.158865733,0.158865733,0.644528999
0.158524086,0.158524086,0.158524086,0.158524086,0.63568074
0.158524086,0.158524086,0.158524086,0.158524086,0.631196006
0.158524086,0.158524086,0.158524086,0.158524086,0.651619727
0.147249744,0.147249744,0.147249744,0.147249744,0.663558816
0.159890673,0.159890673,0.159890673,0.159890673,0.64683197
0.158865733,0.158865733,0.158865733,0.158865733,0.594227253
0.150666211,0.150666211,0.150666211,0.150666211,0.546773919
0.146224804,0.146224804,0.146224804,0.146224804,0.494047992
0.150324564,0.150324564,0.150324564,0.150324564,0.48059379
0.158865733,0.158865733,0.158865733,0.158865733,0.472109158
0.15920738,0.15920738,0.15920738,0.15920738,0.432413202
0.15920738,0.15920738,0.15920738,0.15920738,0.417443887
0.15920738,0.15920738,0.15920738,0.15920738,0.42526187
0.159549026,0.159549026,0.159549026,0.159549026,0.453685386
0.15920738,0.15920738,0.15920738,0.15920738,0.495138873
0.15920738,0.15920738,0.15920738,0.15920738,0.513441436
0.15920738,0.15920738,0.15920738,0.15920738,0.536652965
0.158524086,0.158524086,0.158524086,0.158524086,0.558531194
0.155790912,0.155790912,0.155790912,0.155790912,0.572227814
0.156132559,0.156132559,0.156132559,0.156132559,0.581985141
0.155790912,0.155790912,0.155790912,0.155790912,0.584894158
0.153741032,0.153741032,0.153741032,0.153741032,0.568833962
0.153057738,0.153057738,0.153057738,0.153057738,0.555622178
0.154082679,0.154082679,0.154082679,0.154082679,0.551076839
0.151691151,0.151691151,0.151691151,0.151691151,0.543198252
0.153741032,0.153741032,0.153741032,0.153741032,0.534713621
0.154765972,0.154765972,0.154765972,0.154765972,0.522774531
0.149641271,0.149641271,0.149641271,0.149641271,0.521198814
0.14451657,0.14451657,0.14451657,0.14451657,0.508896098
0.150666211,0.150666211,0.150666211,0.150666211,0.49804789
0.148274684,0.148274684,0.148274684,0.148274684,0.482714948
0.140416809,0.140416809,0.140416809,0.140416809,0.463018481
0.142466689,0.142466689,0.142466689,0.142466689,0.460412487
0.144174923,0.144174923,0.144174923,0.144174923,0.454230827
0.136658695,0.136658695,0.136658695,0.136658695,0.470533441
0.133925521,0.133925521,0.133925521,0.133925521,0.470897068
0.125725999,0.125725999,0.125725999,0.125725999,0.427443632
0.14349163,0.14349163,0.14349163,0.14349163,0.393262687
0.14554151,0.14554151,0.14554151,0.14554151,0.386353772
0.147249744,0.147249744,0.147249744,0.147249744,0.374293474
0.142808336,0.142808336,0.142808336,0.142808336,0.372535943
0.143149983,0.143149983,0.143149983,0.143149983,0.382596292
0.137341988,0.137341988,0.137341988,0.137341988,0.376838863
0.138708575,0.138708575,0.138708575,0.138708575,0.402595782
0.140416809,0.140416809,0.140416809,0.140416809,0.471563718
0.1308507,0.1308507,0.1308507,0.1308507,0.49925998
0.119576358,0.119576358,0.119576358,0.119576358,0.530228887
0.11308507,0.11308507,0.11308507,0.11308507,0.560046307
0.110351896,0.110351896,0.110351896,0.110351896,0.562591697
0.112743423,0.112743423,0.112743423,0.112743423,0.537683242
0.120942945,0.120942945,0.120942945,0.120942945,0.485320942
0.139733516,0.139733516,0.139733516,0.139733516,0.429443581
0.131192347,0.131192347,0.131192347,0.131192347,0.374414683
0.108643662,0.108643662,0.108643662,0.108643662,0.310537526
0.093611206,0.093611206,0.093611206,0.093611206,0.247266414
0.066962761,0.066962761,0.066962761,0.066962761,0.197267691
0.052613598,0.052613598,0.052613598,0.052613598,0.157995966
0.053638538,0.053638538,0.053638538,0.053638538,0.134481415
0.074137342,0.074137342,0.074137342,0.074137342,0.116784897
0.058763239,0.058763239,0.058763239,0.058763239,0.092240069
0.053638538,0.053638538,0.053638538,0.053638538,0.069937608
0.059446532,0.059446532,0.059446532,0.059446532,0.052119881
0.065596174,0.065596174,0.065596174,0.065596174,0.042059532
0.061154766,0.061154766,0.061154766,0.061154766,0.029514398
0.053980184,0.053980184,0.053980184,0.053980184,0.018302563
0.046463956,0.046463956,0.046463956,0.046463956,0.011211835
0.043047489,0.043047489,0.043047489,0.043047489,0.007939191
0.047830543,0.047830543,0.047830543,0.047830543,0.009030072
0.055346771,0.055346771,0.055346771,0.055346771,0.016545032
0.063204646,0.063204646,0.063204646,0.063204646,0.022726692
0.073112402,0.073112402,0.073112402,0.073112402,0.025272082
0.072770755,0.072770755,0.072770755,0.072770755,0.031635556
0.069695934,0.069695934,0.069695934,0.069695934,0.040120188
0.078237103,0.078237103,0.078237103,0.078237103,0.050301746
0.087803211,0.087803211,0.087803211,0.087803211,0.068361891
0.091902972,0.091902972,0.091902972,0.091902972,0.078179822
0.088828152,0.088828152,0.088828152,0.088828152,0.097694475
0.091561326,0.091561326,0.091561326,0.091561326,0.121269631
