id,from,to,voltage,reactance,resistance,circuits,pmax
2,94,86,220,2.308285036,0.425590054,1,490
3,142,86,220,2.114328719,0.389829358,1,490
4,87,159,220,2.969431856,0.547488998,1,490
5,161,88,220,2.82490982,0.520842748,1,490
6,162,161,220,11.01181145,2.030302736,1,490
7,83,159,220,4.559371399,0.840634102,1,490
8,100,8,220,1.820484417,0.335651814,1,490
9,159,100,220,7.018315148,1.294001855,1,490
10,161,99,220,6.465882375,1.192147063,1,490
11,9,151,220,0.757886059,0.139735242,1,490
12,123,9,220,0.450981072,0.083149635,1,490
13,123,148,220,3.863161197,0.712270346,1,490
14,155,82,220,2.317357083,0.427262712,1,490
15,154,10,220,3.413085142,0.629287573,1,490
16,10,148,220,5.582238858,1.029225289,1,490
17,89,92,220,4.475807948,0.82522709,1,490
18,154,148,220,8.99732756,1.658882269,1,490
19,145,12,220,9.221374995,1.700191015,1,490
20,145,91,220,8.546241861,1.575713343,1,490
21,11,90,220,0.561465912,0.103520278,1,490
22,154,11,220,2.494223801,0.459872513,1,490
23,12,90,220,0.559511122,0.103159863,1,490
24,13,392,220,11.33362361,2.089636853,1,490
26,154,155,220,9.994723917,1.842777222,1,490
27,158,123,220,4.986219636,0.919334245,2,490
28,98,142,220,2.526296831,0.465785978,2,490
29,85,142,220,1.041964591,0.192112221,1,490
30,15,202,380,2.249839413,0.259596855,2,1700
31,156,93,380,3.093008394,0.356885584,1,1700
32,153,148,380,9.309302119,1.074150244,1,1700
33,145,16,380,6.303796838,0.727361174,1,1700
34,17,132,380,3.582951685,0.413417502,1,1700
36,122,176,220,4.039995819,0.744874229,1,490
37,175,176,380,2.389712505,0.275736058,1,1700
38,157,158,380,4.277311509,0.493535943,1,1700
39,151,149,220,9.293995169,1.713580359,1,490
40,18,150,380,2.479376252,0.286081875,1,1700
41,18,149,380,6.038733345,0.696776924,1,1700
42,151,157,380,8.261361072,0.95323397,1,1700
43,151,149,380,7.361359209,0.849387601,1,1700
44,149,142,380,4.954930271,0.571722724,1,1700
45,142,94,220,4.405903069,0.812338378,1,490
46,159,86,380,4.212377193,0.486043522,1,1700
47,101,161,220,6.432819255,1.18605105,1,490
48,164,115,220,7.284508567,1.343081267,1,490
49,115,171,220,1.136056786,0.20946047,2,490
50,165,173,220,8.678016974,1.60000938,2,490
51,117,173,220,7.023507013,1.294959105,1,490
52,118,173,220,8.840967147,1.630053318,1,490
53,19,155,220,2.076838672,0.38291713,1,490
54,122,155,220,5.929408421,1.093234678,1,490
55,159,20,380,6.207876333,0.716293423,1,1700
56,20,114,380,3.589790471,0.414206593,1,1700
57,163,171,380,4.934534823,0.569369403,1,1700
58,173,171,380,4.639800211,0.535361563,1,1700
59,172,173,380,4.811791603,0.555206723,2,1700
60,174,183,380,19.24299452,2.220345522,1,1700
61,173,119,380,4.427643298,0.510881919,1,1700
62,172,171,380,5.460040105,0.630004627,2,1700
63,156,118,220,9.692531944,1.787060577,1,490
64,156,178,220,12.01117376,2.214560162,1,490
65,177,178,220,1.473158558,0.271613609,1,490
66,105,62,220,3.852076322,0.710226572,1,490
67,184,179,220,7.748050572,1.428546824,1,490
68,179,183,220,19.23272498,3.546033667,1,490
69,191,183,380,14.15402447,1.63315667,1,1700
70,103,186,220,2.119363045,0.390757562,2,490
71,185,107,220,2.809457905,0.517993801,1,490
72,108,107,220,3.943603831,0.727101956,1,490
74,186,445,380,1.733623662,0.200033499,1,1700
75,170,21,380,14.2435232,1.643483446,1,1700
76,166,21,380,9.833896049,1.134680313,1,1700
77,32,264,220,1.95900343,0.361191257,2,490
78,32,77,220,15.16629051,2.796284812,1,490
79,77,250,220,9.262627367,1.707796921,1,490
80,77,76,220,10.45143072,1.926982538,1,490
81,22,26,220,6.789481579,1.251810666,1,490
82,24,237,220,16.00198984,2.950366878,1,490
83,24,140,220,12.75836399,2.352323362,1,490
84,25,26,220,1.95858682,0.361114445,2,490
85,235,242,380,24.68548639,2.848325353,1,1700
86,235,27,380,9.898523875,1.14213737,1,1700
87,242,27,380,16.84885026,1.944098107,1,1700
88,188,189,380,2.822095542,0.325626409,1,1700
89,256,247,220,19.69852479,3.631915508,1,490
90,270,196,220,44.33582116,8.174417027,1,490
91,30,253,220,2.328984012,0.429406427,2,490
92,198,199,220,14.35190099,2.646131744,1,490
93,196,200,380,12.29110595,1.418204533,1,1700
94,196,247,220,17.15884599,3.16366223,1,490
95,199,196,220,11.22591224,2.069777569,2,490
96,200,249,380,14.53876836,1.677550195,1,1700
97,196,249,380,16.8883802,1.948659254,1,1700
98,197,200,380,5.210755942,0.60124107,2,1700
99,188,190,380,16.32280254,1.883400293,1,1700
100,249,243,220,21.33287502,3.933248832,1,490
101,264,244,380,39.65511557,4.575590258,1,1700
102,33,244,380,0.399710415,0.046120432,1,1700
103,33,242,220,6.524583933,1.202970163,1,490
104,245,242,220,9.886754519,1.822870364,1,490
105,245,243,220,13.75830062,2.536686677,1,490
106,33,243,220,17.08735199,3.150480522,1,490
107,264,283,380,53.06010395,6.122319687,1,1700
108,40,283,380,7.116598717,0.821146006,1,1700
109,270,253,220,27.66809562,5.101305129,1,490
110,269,256,220,12.6122391,2.325381584,1,490
111,258,256,220,4.217791542,0.777655316,1,490
112,269,270,220,4.537251509,0.836555747,1,490
113,297,270,380,25.67935788,2.963002832,1,1700
114,262,259,220,3.102044521,0.571939459,1,490
115,256,257,380,4.446888925,0.513102568,1,1700
116,59,256,220,8.7669369,1.616403991,1,490
117,34,260,220,6.726197844,1.240142727,1,490
118,264,259,220,21.39034685,3.943845201,1,490
119,264,260,220,12.25334806,2.259211048,1,490
121,145,17,380,3.427168615,0.395442532,1,1700
122,37,211,380,14.94046179,1.723899438,1,1700
123,392,202,380,12.11869682,1.398311172,1,1700
124,148,392,380,28.85522063,3.329448534,1,1700
125,148,202,220,20.70281296,3.817081139,1,490
126,35,13,220,13.54183838,2.496776451,1,490
127,66,392,380,18.19792524,2.099760605,1,1700
128,120,65,380,7.89645135,0.911129002,1,1700
129,37,209,380,29.72095681,3.429341171,1,1700
130,208,212,380,14.09767457,1.626654758,1,1700
131,215,208,380,22.46145783,2.591706673,1,1700
132,215,203,220,10.95923829,2.02060956,2,490
133,215,213,220,1.009708184,0.186164947,2,490
134,216,215,220,3.893621331,0.717886433,1,490
135,378,38,220,2.71913172,0.501339911,1,490
136,381,38,220,9.378364185,1.729135897,2,490
137,38,377,220,0.462140164,0.085207093,2,490
138,379,378,220,2.148464243,0.396123095,1,490
139,395,394,380,8.286712524,0.956159137,1,1700
140,218,221,220,11.50800394,2.121788227,1,490
141,218,223,220,5.879692334,1.084068274,1,490
142,127,226,380,22.22557413,2.564489322,1,1700
143,217,127,380,7.540586603,0.870067685,1,1700
144,220,225,380,22.53830104,2.600573196,1,1700
145,384,379,380,8.755440036,1.010243081,1,1700
146,390,391,220,10.56943133,1.948738902,1,490
147,386,217,380,18.90891747,2.18179817,2,1700
148,64,413,220,7.2095959,1.329269244,2,490
149,63,426,220,1.469692073,0.270974476,1,490
150,64,426,220,2.301206585,0.424284964,1,490
151,134,455,380,17.25611548,1.991090248,1,1700
152,399,134,380,24.96373361,2.880430802,1,1700
153,398,399,380,3.967366107,0.457773012,1,1700
154,401,402,220,12.397344,2.2857603,1,490
155,400,402,220,18.76048491,3.458964406,1,490
156,126,405,220,8.453557252,1.558624618,2,490
157,405,404,380,8.273787568,0.954667796,1,1700
158,288,284,380,29.47847663,3.401362688,1,1700
159,268,284,220,23.60888883,4.352888878,1,490
160,80,283,380,2.626829629,0.303095726,1,1700
161,268,80,380,20.76722158,2.396217874,1,1700
162,283,284,220,9.404589388,1.733971168,1,490
163,283,45,220,2.883500376,0.531645382,1,490
164,283,45,380,2.374784359,0.27401358,2,1700
166,285,284,220,0.323264674,0.059601924,2,490
167,42,45,380,21.08022079,2.432333168,1,1700
168,43,279,380,9.416191332,1.086483615,1,1700
169,277,275,380,5.888924797,0.679491323,1,1700
170,75,270,380,16.39262191,1.891456375,1,1700
171,270,288,220,39.63836147,7.308322897,1,490
172,265,264,220,9.498349244,1.751258142,1,490
173,169,102,380,0.639985136,0.073844439,2,1700
174,235,144,380,15.26613896,1.761477572,1,1700
175,287,284,220,24.90367545,4.591615162,1,490
176,267,131,220,15.1974869,2.802036646,1,490
177,266,131,220,6.874377045,1.267463268,1,490
178,42,279,380,9.453560992,1.090795499,1,1700
179,291,256,220,33.54010809,6.18395743,1,490
180,46,47,380,3.432874673,0.396100924,1,1700
181,46,275,380,1.987195259,0.229291761,1,1700
182,47,275,380,5.394389109,0.622429513,1,1700
183,275,273,380,10.04789967,1.159373039,1,1700
184,301,48,380,21.29418414,2.457021247,1,1700
185,300,299,220,13.67183025,2.520743702,1,490
186,300,299,220,16.23594798,2.99350291,1,490
187,301,300,220,9.769290984,1.801213025,1,490
188,49,298,220,12.13812501,2.237966799,1,490
189,296,295,380,8.027693226,0.926272295,1,1700
190,297,299,220,6.391620106,1.178454957,1,490
191,463,294,380,10.34146587,1.193246061,2,1700
