CO2,Nuclear,Lignite,HardCoal,NaturalGas,Oil(heavy),Oil(light),Waste,OtherFuels,Biomass,Hydro
7.59,3,6.22,10.61,22.76,22.04,45.74,0,45.74,0.001,0
